,brand,model,model_year,milage,fuel_type,engine,transmission,accident,price
238,Porsche,Cayman S,2014,33088,0,325.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,49750
239,Lincoln,Corsair Grand Touring,2021,1850,4,266.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,0,49000
240,Cadillac,DTS Luxury II,2008,94155,0,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,0,10500
241,Cadillac,ATS 3.6L Luxury,2016,25000,0,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,17999
242,GMC,Sierra 1500 SLT,2016,99500,0,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,27995
243,INFINITI,G37 x,2009,158564,0,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,0,8750
244,Ford,Transit-350 XLT,2023,20000,0,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,0,78499
245,Cadillac,XTS Luxury,2018,46711,0,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,1,20850
246,Nissan,NV Passenger NV3500 HD SL V8,2017,46496,0,375.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,0,41000
247,Mercedes-Benz,GLS 450 Base 4MATIC,2019,19800,0,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,0,53800
248,Toyota,Land Cruiser Base,2008,175000,0,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,1,37900
249,Toyota,Land Cruiser Base,2016,61500,0,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,63500
250,RAM,ProMaster 2500 Window Van High Roof,2016,49750,0,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,65000
252,Lincoln,MKZ Base,2011,83765,0,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,0,8995
255,Alfa,Romeo Giulia Quadrifoglio,2022,1966,0,2.9L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,0,75900
256,Chevrolet,Trailblazer LT,2021,50648,0,1.2L I3 12V GDI DOHC Turbo,Automatic CVT,0,23995
259,INFINITI,G37 x,2013,60058,0,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,1,15000
260,Maserati,Levante S,2017,54423,0,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,33950
261,Toyota,Highlander Limited,2022,24001,0,3.5L V6 24V PDI DOHC,8-Speed Automatic,0,47498
262,Nissan,Armada SL,2022,14735,0,5.6 Liter,Automatic,0,50998
263,Audi,Q5 Premium,2023,2425,2,2.0 Liter TFSI,Automatic,0,42998
264,Ford,Shelby GT500 Base,2022,2050,0,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,94999
265,Lincoln,Navigator L Reserve,2019,64855,0,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,0,46995
267,RAM,1500 Laramie,2022,18051,0,5.7L V8 16V MPFI OHV,Automatic,0,47995
268,Lincoln,Town Car Base,2004,36524,0,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,0,14900
269,Acura,TLX w/A-Spec Package,2022,14896,0,2.0 Liter DOHC Turbo,2,0,39998
270,Toyota,Camry Hybrid LE,2022,14048,2,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,0,29999
271,Honda,CR-V EX,2003,224000,0,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,M/T,0,3900
272,Mercedes-Benz,E-Class E 550,2014,80581,0,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,26000
273,Mazda,MX-5 Miata Grand Touring,2007,81400,0,166.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,1,11000
274,Porsche,718 Boxster Base,2019,6700,0,300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,63000
275,Ford,Transit-350 XLT,2015,143000,0,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,22500
276,Kia,Sportage SX Turbo,2017,87842,0,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,0,18688
277,INFINITI,G37 S Sport,2010,116451,0,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,16500
278,Nissan,Titan XD S,2019,53677,0,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,27900
279,Audi,S7 2.9T Prestige,2021,12000,2,444.0HP 2.9L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,0,77500
280,Land,Rover Discovery HSE,2019,20034,0,3.0 Liter,Automatic,0,43998
281,Ford,Transit-350 XLT,2020,32000,1,210.0HP 2.0L 4 Cylinder Engine Diesel Fuel,A/T,0,68000
282,INFINITI,Q70 3.7,2014,70312,0,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,19995
283,Jeep,Gladiator Rubicon,2022,8794,0,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,0,54000
284,Lincoln,MKX Base,2010,156000,0,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,1,5900
286,Mercedes-Benz,AMG C 43 Base 4MATIC,2018,67100,0,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,34250
287,Porsche,Cayman Base,2014,52000,0,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,37000
288,Acura,MDX 3.7L Advance,2011,137200,0,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,12000
289,Volkswagen,Golf R 4-Door w/DCC & Navigation,2018,36000,0,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,1,32000
290,Kia,Forte GT-Line,2023,15500,0,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,1,24500
291,BMW,M8 Competition,2020,10906,0,4.4 Liter Twin Turbo,Automatic,0,96998
292,Lincoln,MKC Select,2019,49814,0,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,0,26545
293,BMW,i8 Base,2015,846,4,357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,A/T,0,86999
294,Toyota,Highlander XLE,2021,67039,0,3.5L V6 24V PDI DOHC,8-Speed Automatic,0,34645
295,Mazda,CX-30 Premium Package,2023,2636,0,2.5L I4 16V,6-Speed Automatic,0,28535
296,Porsche,Cayenne Platinum Edition,2018,50166,0,3.6L V6 24V GDI DOHC,8-Speed Automatic,1,43550
297,Lincoln,MKZ Reserve,2017,37375,0,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,27500
299,Porsche,718 Cayman S,2019,9500,0,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,1,69000
300,Chevrolet,Corvette Base,2005,143095,0,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,0,16000
301,Acura,RSX Type S,2002,80000,0,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,1,8500
303,Porsche,Cayman S,2007,5856,0,295.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,45000
305,Audi,SQ7 4.0T,2022,28927,0,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,0,74900
307,Honda,Ridgeline RTL-E,2021,14442,0,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,0,38500
308,Mercedes-Benz,CLK-Class 500 Cabriolet,2005,64000,0,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,12995
309,Lexus,GX 470 Base,2004,154000,0,235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,1,10000
310,Lexus,NX 200t Base,2015,54000,0,235.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,27000
311,Dodge,Dakota SLT Quad Cab,2007,232492,0,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,1,6000
312,Maserati,Ghibli S Q4 GranSport,2020,25721,0,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,0,52645
313,Land,Rover Discovery Sport SE R-Dynamic,2020,20927,0,2.0 Liter,Automatic,0,35998
315,Audi,Q3 45 S line Premium,2022,9325,0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,0,33610
316,Ford,Explorer XLT,2020,61001,0,2.3L I4 16V GDI DOHC Turbo,10-Speed Automatic,1,28616
317,Mercedes-Benz,AMG GLC 63 Base 4MATIC,2018,71962,0,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,0,46900
318,Subaru,BRZ Premium,2023,5800,0,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,29990
319,BMW,640 i,2016,40080,0,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,28499
320,Kia,Stinger GT2,2020,57000,0,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,1,36500
322,Subaru,Forester 2.5 XT,2004,122000,0,210.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,1,9999
323,Kia,Sportage X-Pro,2023,459,0,2.5L I4 16V PDI DOHC,8-Speed Automatic,0,36998
324,BMW,M4 Base,2016,62500,0,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,1,40500
325,Hyundai,Equus Signature,2013,72000,0,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,17500
326,Mercedes-Benz,AMG E 53 4MATIC,2020,8375,0,"AMG 3L I-6 gasoline direct injection, DOHC, variable valve contr","Automatic, 9-Spd 9G-Tronic",0,69900
327,BMW,M550 i xDrive,2020,40000,0,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,53000
328,Subaru,Impreza WRX STI,2014,77000,0,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,1,30000
330,Mazda,Mazda6 Grand Touring,2020,35902,0,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,0,22966
331,Hyundai,Veloster Base,2013,800,0,132.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,9800
333,Land,Rover Defender X-Dynamic SE,2023,6204,2,3.0 Liter,Automatic,0,79998
334,Kia,Telluride SX,2020,69185,0,3.8L V6 24V GDI DOHC,8-Speed Automatic,0,37405
335,Maserati,GranTurismo Sport,2015,45000,0,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,41900
336,BMW,540 i xDrive,2020,37426,0,2.0 Liter Turbo,Automatic,0,39998
337,INFINITI,M56 Base,2011,137000,0,420.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,8500
339,Chevrolet,Corvette Stingray w/1LT,2023,4000,0,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,1,73900
340,Audi,Q5 S line Premium Plus,2023,4648,2,2.0 Liter TFSI,Automatic,0,47598
341,Lexus,GX 460 Base,2018,52100,0,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,38000
342,BMW,X1 sDrive28i,2014,50100,0,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,0,10795
343,Alfa,Romeo Stelvio Ti,2020,41000,0,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,32400
344,RAM,1500 Big Horn,2021,70968,0,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,34000
345,BMW,M4 Base,2015,26600,0,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,0,53000
347,Volvo,S90 T5 Momentum,2018,95000,0,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,18000
348,Subaru,Impreza WRX Sti,2005,94000,0,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,19500
349,BMW,X6 xDrive40i,2020,45076,0,3.0 Liter Turbo,Automatic,0,57998
350,Cadillac,CTS 2.0L Turbo Luxury,2014,110000,0,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,0,11000
351,Land,Rover Discovery Sport HSE,2016,49083,0,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,0,21590
352,Genesis,G90 5.0 Ultimate,2017,63500,0,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,27500
353,Mercedes-Benz,CLK-Class CLK 350,2009,21500,0,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,1,18000
355,Kia,Optima EX,2019,68166,0,"1.6L I-4 gasoline direct injection, DOHC, variable valve control",Automatic,0,20818
356,Toyota,Highlander SE,2018,53607,0,3.5L V6 24V PDI DOHC,8-Speed Automatic,1,31853
357,Mercedes-Benz,Sprinter 4500 High Roof,2019,16813,1,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,0,45900
358,BMW,X1 xDrive28i,2020,18200,0,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,1,29500
360,Audi,S3 2.0T Tech Premium Plus,2018,16400,0,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,0,42800
361,Toyota,Tundra Hybrid TRD Pro,2022,7000,2,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,0,75500
362,Audi,SQ5 3.0T Premium Plus,2022,8497,0,3.0L V6 24V GDI DOHC Turbo,Automatic,0,52900
363,Audi,A6 2.0T Premium Plus,2016,68000,0,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,20000
365,BMW,328 xi,2007,83000,0,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,8995
366,Audi,SQ5 3.0T Prestige,2018,25000,0,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,50000
368,BMW,M235 i,2014,125450,0,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,17200
369,Kia,Telluride SX,2023,9822,0,3.8L V6 24V GDI DOHC,8-Speed Automatic,0,50998
370,Chevrolet,Express 3500 Base,2008,144000,0,323.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,0,22000
371,GMC,Acadia SLE,2020,30900,0,2.5L I4 16V GDI DOHC,9-Speed Automatic,0,27654
372,BMW,X3 xDrive30i,2021,2492,0,2.0 Liter Turbo,Automatic,0,41598
373,Audi,TT 2.0T,2015,126760,0,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,1,14000
374,Subaru,Outback 3.6R Touring,2017,100680,0,256.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,A/T,0,20500
375,Mitsubishi,Eclipse Spyder GS,2001,90400,0,140.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,0,4495
376,Hyundai,Santa Fe SEL,2022,26895,0,2.5L I4 16V PDI DOHC,8-Speed Automatic,0,29800
377,BMW,M5 Base,2018,20500,0,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,67000
378,Dodge,Ram 1500 ST,2011,134000,0,390.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,1,10500
379,Ford,Fusion Energi Titanium,2015,84352,4,188.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,1,10000
380,Toyota,Tundra Hybrid TRD Pro,2022,19000,2,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,0,71000
381,Land,Rover Range Rover Evoque Pure,2015,115550,0,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,0,17500
382,Lincoln,Navigator Base,2009,191775,3,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,1,9750
384,Mercedes-Benz,Sprinter 3500 High Roof,2017,124630,1,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,5-Speed A/T,0,75000
385,Mercedes-Benz,AMG E 63 S 4MATIC,2019,17000,0,603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,0,95000
386,BMW,440 i xDrive,2018,73500,0,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,0,32000
387,Acura,Integra LS,1998,120000,0,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,1,5500
388,Audi,Q7 55 Prestige,2019,73837,0,3.0L V6 24V GDI DOHC Supercharged,8-Speed Automatic,0,36340
389,BMW,M6 Base,2014,29500,0,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,40999
390,Volkswagen,Arteon 2.0T SE,2021,13613,0,2.0 Liter TSI,Automatic,0,29798
392,INFINITI,Q40 Base,2015,143250,0,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,11500
393,BMW,Z4 3.0i Roadster,2006,46508,0,215.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,11500
394,BMW,M6 Base,2015,18651,0,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,59549
395,BMW,X3 M40i,2019,36438,0,3.0 Liter Turbo,Automatic,0,39998
396,Kia,Sorento LX,2014,46628,0,2.4L I4 16V GDI DOHC,6-Speed Automatic,0,15363
398,BMW,Z4 sDrive28i,2015,57550,0,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,29995
399,Cadillac,CTS-V Base,2017,48600,0,640.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,60999
400,Ford,Transit Connect XL,2020,119000,0,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,0,18000
401,Land,Rover Range Rover Velar SVAutobiography Dynamic Edition,2020,36500,0,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,72000
402,Lexus,IS 250 Base,2010,121250,0,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,1,13250
403,BMW,X7 xDrive40i,2023,2437,2,375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,0,78350
404,Volvo,XC90 T6 Momentum,2018,110380,0,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,1,22000
405,Hyundai,Tucson Limited,2008,149000,0,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,0,3850
406,Dodge,Durango GT,2021,14684,0,3.6L V6 24V MPFI DOHC,8-Speed Automatic,0,37995
407,Mercedes-Benz,AMG C 43 Base 4MATIC,2017,39000,0,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,1,39000
408,GMC,Yukon XL SLT,2019,65212,0,5.3L V8 16V GDI OHV,Automatic,0,42995
409,Audi,RS Q8 4.0T,2020,41856,0,591.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,91500
411,Toyota,RAV4 Hybrid XLE,2019,54000,2,219.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,0,33000
412,Alfa,Romeo Stelvio Quadrifoglio,2019,26500,0,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,53900
413,Land,Rover Range Rover Evoque SE,2020,38356,0,2.0 Liter,Automatic,0,36598
414,Alfa,Romeo Stelvio Ti Sport,2020,21487,0,2.0L I4 16V GDI SOHC Turbo,8-Speed Automatic,0,35345
415,Cadillac,Escalade EXT Base,2007,99000,0,403.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,22999
416,Ford,F-250 Lariat,2019,35597,3,6.2L V8 16V MPFI SOHC Flexible Fuel,6-Speed Automatic,0,47756
417,Nissan,350Z Enthusiast,2005,130307,0,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,0,9950
418,Subaru,Legacy 2.5 i Premium,2010,178000,0,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,0,7600
419,Honda,Civic LX,2003,160265,0,115.0HP 1.7L 4 Cylinder Engine Gasoline Fuel,A/T,1,3000
421,Maserati,Ghibli S Q4,2016,1000,0,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,36000
422,Jeep,Wagoneer Series II 4x4,2022,29800,0,"HEMI 5.7L V-8 variable valve control, regular unleaded, engine w","Automatic, 8-Spd",0,58900
423,Maserati,Ghibli S Q4,2017,49750,0,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,27995
424,Lexus,RX 300 Base,2002,121000,0,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,0,6348
425,Lincoln,Aviator Luxury,2005,140000,0,302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,0,2000
426,Ford,Transit Connect XL,2018,66770,3,169.0HP 2.5L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,0,21500
427,Cadillac,SRX Luxury Collection,2016,61549,0,3.6 Liter SIDI DOHC,Automatic,1,19998
428,Lincoln,MKS EcoBoost,2016,38100,0,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,0,21000
429,Toyota,Yaris Base,2010,138071,0,106.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,0,5000
430,Mercedes-Benz,AMG E 63 S 4MATIC,2019,40000,0,603.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,72000
431,Mercedes-Benz,GLS 450 Base,2022,41545,2,3.0 Liter DOHC Twin Turbo,Automatic,0,71998
433,Hyundai,Veloster Turbo R-Spec,2014,128000,0,201.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,11000
434,Toyota,4Runner Limited,2019,48156,0,4.0L V6 24V MPFI DOHC,5-Speed Automatic,0,40368
436,Audi,RS 7 4.0T Performance Prestige,2017,39071,0,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,0,67900
437,Mazda,MX-5 Miata Base,1999,96680,0,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,1,12900
438,Mercedes-Benz,AMG C 43 Base,2017,53500,0,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,1,33999
439,Chevrolet,Corvette Z06,2007,11025,0,505.0HP 7.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,47500
440,Ford,F-250 King Ranch,2021,44000,1,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,1,73000
441,Volkswagen,Tiguan 2.0T SE,2022,11000,0,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,0,27900
442,BMW,750 Li xDrive,2012,103000,0,407.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,16000
444,Lexus,GX 460 Base,2018,64000,0,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,37300
445,Audi,Q7 3.0T Premium,2017,108000,0,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,25999
446,Alfa,Romeo Stelvio Ti Sport,2018,37045,0,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,26600
447,Land,Rover Defender X,2023,5433,2,3.0 Liter,Automatic,0,95998
448,BMW,750 i xDrive,2019,28744,0,4.4 Liter DOHC Twin Turbo,Automatic,0,50998
449,BMW,M3 Base,2015,65800,0,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,44950
452,Lexus,IS 250 Base,2011,107818,0,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,1,11400
453,Land,Rover Range Rover Evoque SE Premium,2016,79500,0,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,0,19000
455,Lexus,LC 500 Base,2018,37000,0,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,0,63997
457,GMC,Sierra 1500 SLE Crew Cab,2005,131800,0,295.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,1,5800
458,Lexus,ES 350 Base,2008,146000,0,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,0,8995
459,Nissan,370Z NISMO,2010,29000,0,350.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,M/T,0,29000
460,Dodge,Ram 1500 Laramie,2004,141209,0,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,0,5700
461,Ford,Expedition Limited,2016,85253,0,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,0,19995
462,INFINITI,QX70 Base,2015,87009,0,325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,0,17800
464,Lincoln,Navigator Select,2016,158000,0,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,19780
465,Volvo,V60 Cross Country T5,2020,10500,0,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,36000
466,Audi,A7 3.0T Premium Plus,2018,45843,0,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,0,37000
467,Ford,Bronco Sport Outer Banks,2021,15198,0,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,0,31621
468,Volkswagen,Eurovan MV,2001,220000,0,140.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,A/T,0,5500
469,Jaguar,F-TYPE R,2017,58000,0,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,0,51500
470,Land,Rover Range Rover Evoque R-Dynamic HSE,2020,30424,2,2.0 Liter,Automatic,0,44998
471,RAM,1500 Laramie,2021,38012,0,5.7L V8 16V MPFI OHV,8-Speed Automatic,0,45277
473,BMW,M760 i xDrive,2021,11078,0,"6.6L V-12 gasoline direct injection, DOHC, variable valve contro","Automatic, 8-Spd Sport w/Sport & Manual Modes",0,91900
474,Lexus,LX 570 Three-Row,2018,50000,0,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,0,65000
475,Land,Rover Range Rover Velar P250 SE R-Dynamic,2019,58000,0,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,0,38000
476,Acura,MDX w/Technology Package,2023,3415,0,3.5 Liter SOHC,F,0,54998
477,Lexus,LC 500 Base,2018,61000,0,471.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,65000
478,Audi,SQ5 3.0T Prestige,2019,48500,0,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,43500
479,Land,Rover Range Rover Velar P250 SE R-Dynamic,2018,65680,0,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,1,34900
480,RAM,1500 Limited,2020,44362,0,5.7L V8 16V MPFI OHV,8-Speed Automatic,0,50658
